offer_result,offer_semester,offer_college_name,offer_professional,user_under_school,user_under_gpa,user_under_subject,user_graduate_school,user_graduate_gpa,user_graduate_subject
被拒,2021 Fall,Aalto University,"Machine Learning, Data Science and Artificial Intelligence",211 & 985,81.96,计算机科学与技术,"","",""
被拒,2021 Fall,University of Edinburgh,Artificial Intelligence,211 & 985,81.96,计算机科学与技术,"","",""
Waiting list,2021 Fall,University of St Andrews,Computer Science,211 & 985,81.96,计算机科学与技术,"","",""
AD无奖,2021 Fall,University of Helsinki,Computer Science,211 & 985,81.96,计算机科学与技术,"","",""
Waiting list,2021 Fall,Royal Institute of Technology,Computer Science,211 & 985,81.96,计算机科学与技术,"","",""
Waiting list,2021 Fall,University of St Andrews,Artificial Intelligence,211 & 985,81.96,计算机科学与技术,"","",""
被拒,2021 Fall,The University of Hong Kong,Department of Comparative Literature,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.77,中文系,"","",""
被拒,2021 Fall,The University of Manchester,Advanced Computer Science,211,81/100,物联网工程,"","",""
AD无奖,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211,81/100,物联网工程,"","",""
被拒,2021 Fall,University Of Southampton,Computer Science,211,81/100,物联网工程,"","",""
被拒,2021 Fall,University of Edinburgh,Computer Science,211,81/100,物联网工程,"","",""
AD无奖,2021 Fall,The University of Hong Kong,Computer Science（MSc）（FT / PT）,211 & 985,86.4/100,物理,"","",""
被拒,2021 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,211 & 985,86.4/100,物理,"","",""
AD无奖,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211 & 985,3.1/4，81.46/100,软件工程,"","",""
被拒,2021 Fall,University of Glasgow,Computer Science,华北电力大学,81.57/100,电气工程及其自动化,"","",""
被拒,2021 Fall,Northeastern University,Computer Science,四川大学,3.65 + 3.41,软件工程 + 医学技术 （双学位）,"","",""
Offer,2021 Fall,The University of Manchester,Artificial Intelligence,211,87+,计算机科学与技术,"","",""
AD无奖,2021 Fall,University of Groningen,computing science,中流211,77,计算机科学,"","",""
被拒,2021 Fall,University of Twente,Computer Science,中流211,77,计算机科学,"","",""
AD无奖,2021 Fall,University Leiden,Computer Science,中流211,77,计算机科学,"","",""
被拒,2021 Fall,University of Leeds,advanced computing,华北电力大学,81.57/100,电气工程及其自动化,"","",""
Offer,2021 Fall,The University of Nottingham,Computer Science,华北电力大学,81.57/100,电气工程及其自动化,"","",""
Offer,2021 Fall,The University of Nottingham 诺丁汉大学,Computer Science 计算机科学,华北电力大学,"",电气工程及其自动化,"","",""
被拒,2021 Fall,University of Leeds 利兹大学,Advanced computer science,华北电力大学,81.57/100,电气工程及其自动化,"","",""
Offer,2021 Fall,The University of Manchester,Advanced Computer Science,中外合办 2+2,84 10%,计算机科学,"","",""
被拒,2021 Fall,University of Ottawa,electrical and computer engineering,双非,83,软件工程,"","",""
AD无奖,2021 Fall,Concordia University,Computer Software Engineering,双非,83,软件工程,"","",""
AD无奖,2021 Fall,University of Windsor,applied computering,双非,83,软件工程,"","",""
AD无奖,2021 Fall,KU Leuven,Computer Science,伦敦玛丽女王大学+北邮,85.93/3.54,电子商务及法律,"","",""
Offer,2021 Fall,Hong Kong Baptist University,Literary &amp; Comparative Studies（MA）（FT / PT）,211,82,英语+新闻,cuhk,3.2,""
Offer,2021 Fall,Tufts University,Software System Development,211 & 985,2.9,应用统计,"","",""
被拒,2021 Fall,Northeastern University,Computer Science,211 & 985,2.9,应用统计,"","",""
被拒,2021 Fall,Santa Clara University,Computer Science,211 & 985,2.9,应用统计,"","",""
Offer,2021 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,211,85.5  前15%,软件工程,"","",""
AD无奖,2021 Fall,Imperial College London,Computing Science,211 & 985,89/100  3.71/4.0,信息工程,"","",""
AD无奖,2021 Summer,University of Saarland 萨尔大学,Computer Science 计算机科学,211,83.5,软件工程,"","",""
AD小奖,2021 Fall,The Hong Kong University of Science and Technology 香港科技大学,Electrical and Computer Engineering 电子和计算机工程,双非,77/100,集成电路,"","",""
AD无奖,2021 Fall,Rice University,electrical and computer engineering,211 & 985,77/100  82/100,通信,"","",""
Offer,2021 Fall,Queens University Belfast,Bioinformatics and Computational Genomics,中国医科大学/英国贝尔法斯特女王大学,82.5/upper second,生物技术/Pharmaceutical Biotechnology,"","",""
AD无奖,2021 Fall,Delft University of Technology 代尔夫特理工大学,Computer Engineering 计算机工程,211,89,自动化,"","",""
Offer,2021 Fall,University Leiden,Computer Science,北京邮电大学,77+/100,网络工程,"","",""
被拒,2021 Fall,University of Twente,Computer Science,北京邮电大学,77+/100,网络工程,"","",""
被拒,2021 Fall,Western University,Computer Science,北京邮电大学,77+/100,网络工程,"","",""
Offer,2021 Fall,Linköping University,Computer Science,北京邮电大学,77+/100,网络工程,"","",""
Offer,2021 Fall,Uppsala University,Computer Science,北京邮电大学,77+/100,网络工程,"","",""
被拒,2021 Fall,University of Ottawa,Computer Science,北京邮电大学,77+/100,网络工程,"","",""
Offer,2021 Fall,VU University Amsterdam,Computer Science,北京邮电大学,77+/100,网络工程,"","",""
Offer,2021 Fall,Australian National University,Computing（advanced）,上海财经大学,3.32/4 23%,计算机科学与技术,"","",""
被拒,2021 Fall,University of Alberta,Electrical and Computer Engineering,上海财经大学,3.32/4 23%,计算机科学与技术,"","",""
Offer,2021 Fall,Northeastern University,Computer Science,海南大学,"","","","",""
Offer,2021 Fall,Northeastern University,Computer Science,211,3.75/4.0,计算机科学,"","",""
Offer,2021 Fall,University of Ottawa,Computer Science,211,3.75/4.0,计算机科学,"","",""
被拒,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,双非,84.45 3.43/4.0 2/125,计算机科学与技术,"","",""
Offer,2021 Fall,Aarhus University,Computer Engineering Technician,双非,84.45 3.43/4.0 2/125,计算机科学与技术,"","",""
AD小奖,2021 Fall,EURECOM,Computer Science,双非,84.45 3.43/4.0 2/125,计算机科学与技术,"","",""
AD无奖,2021 Fall,Northeastern University,Computer Science,英本,3.82,CS,"","",""
AD无奖,2021 Fall,University of Toronto,Computer Science,海本,4.26/4.5,CS,"","",""
AD无奖,2021 Fall,Northeastern University,Computer Science,211 & 985,90/100 8%,软件工程,"","",""
AD无奖,2021 Fall,University of Bristol,Computer Science(conversion),浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,85.4,公共事业管理,"","",""
AD无奖,2021 Fall,University of St Andrews,computing-information-technology,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,85.4,公共事业管理,"","",""
被拒,2021 Fall,The University of Manchester,advanced computer science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,85.4,公共事业管理,"","",""
AD小奖,2021 Fall,Texas Tech University,Software Engineering 软件工程,双非二本,3.0,会计学,双非一本,3.0,会计学
Offer,2021 Fall,The University of Sydney,Computer Science,211 & 985,90/100,EE,"","",""
AD无奖,2021 Fall,University Of Southampton 南安普顿大学,Computer Science 计算机科学,211,84.9,智能科学与技术,"","",""
Offer,2021 Fall,Delft University of Technology,Computer Engineering,211 & 985,3.8,CS,"","",""
Offer,2021 Fall,Delft University of Technology,Computer Engineering,985,85.04,CS,"","",""
Offer,2021 Fall,University of Ottawa,Computer Science,海本,3.97/4.3,CS,"","",""
Offer,2021 Spring,University of Amsterdam,Computer Science,211,3.56/4.0,通信与信息工程,211,88.58/100,信号与信息处理
AD无奖,2021 Fall,VU University Amsterdam,Computer Science,211,3.56/4.0,通信与信息工程,211,88.58/100,信号与信息处理
AD无奖,2021 Fall,Radboud University Nijmegen,Computer Science,211,3.56/4.0,通信与信息工程,211,88.58/100,信号与信息处理
AD无奖,2021 Fall,The University of Manchester,ACS：software engineering,双非,85/100,软件工程,"","",""
AD无奖,2021 Fall,Carleton University,Computer Science,211,3.58,历史,英国管理学硕士,"",HR
AD无奖,2021 Summer,Brock University,Computer Science,211,3.58,历史,英国管理学硕士,"",HR
AD无奖,2021 Fall,University Leiden,Computer Science,双非,3.1/4.0,EE,"","",""
AD无奖,2021 Fall,VU University Amsterdam,Computer Science,双非,3.1/4.0,EE,"","",""
AD无奖,2021 Fall,University of Ottawa,Electrical and Computer Engineering,211 & 985,3.5/4，后面两年3.6/4，排名5/30,计算机科学与技术,"","",""
AD小奖,2021 Fall,McMaster University,computer and software,211 & 985,3.5/4，后面两年3.6/4，排名5/30,计算机科学与技术,"","",""
AD无奖,2021 Fall,Northeastern University,Computer Science,211 & 985,3.5/4，后面两年3.6/4，排名5/30,计算机科学与技术,"","",""
被拒,2021 Fall,Western University,Computer Science,211 & 985,3.5/4，后面两年3.6/4，排名5/30,计算机科学与技术,"","",""
AD无奖,2021 Fall,University of Ottawa,Master of Computer Science Appl. Artificial Intelligence,211 & 985,3.5/4，后面两年3.6/4，排名5/30,计算机科学与技术,"","",""
AD无奖,2021 Fall,University of Stuttgart,Computer Science,211 & 985,86+,计算机科学与技术,"","",""
AD无奖,2021 Fall,RWTH Aachen University,Software System Engineering,211 & 985,86+,计算机科学与技术,"","",""
被拒,2021 Fall,Aalto University,Computer Science,211 & 985,86+,计算机科学与技术,"","",""
AD无奖,2021 Fall,Politecnico di Milano,computer science and engineering,211 & 985,86+,计算机科学与技术,"","",""
AD无奖,2021 Fall,KU Leuven,Computer Science,211 & 985,86+,计算机科学与技术,"","",""
被拒,2021 Fall,Delft University of Technology,Computer Science,211 & 985,86+,计算机科学与技术,"","",""
被拒,2021 Fall,Aalto University,"Machine Learning, Data Science and Artificial Intelligence",211,3.8/4.0,电子工程,"","",""
AD无奖,2021 Fall,The University of Hong Kong,Computer Science（MSc）（FT / PT）,211,3.8/4.0,电子工程,"","",""
AD无奖,2021 Fall,Duke University,Electrical and Computer Engineering,211,3.8/4.0,电子工程,"","",""
Offer,2021 Fall,Western University,Master of Data Analytics（MDA Artificial Intelligence）,University of Waterloo,3.7/4.0 86/100,Data Science,"","",""
Offer,2021 Fall,Hong Kong Baptist University,Data Analytics and Artificial Intelligence,双非,3.4/4,计算机科学与技术,"","",""
AD无奖,2021 Fall,University Leiden,Data Science: Computer Science,中央民族大学,81.1,电子信息工程,"","",""
AD无奖,2021 Fall,University Leiden,Computer Science: Data Science,北京航空航天大学,3.261/4,信息管理与信息系统,"","",""
Offer,2021 Fall,Technical University of Denmark,Human-Centered Artificial Intelligence,北京航空航天大学,3.261/4,信息管理与信息系统,"","",""
被拒,2021 Fall,University of Edinburgh,Artificial Intelligence,北京航空航天大学,3.261/4,信息管理与信息系统,"","",""
Waiting list,2021 Fall,Royal Institute of Technology,Computer Science,北京航空航天大学,3.261/4,信息管理与信息系统,"","",""
Offer,2021 Fall,VU University Amsterdam,Computer Science,211 & 985,3.27  20/114,EE,"","",""
Offer,2021 Summer,City University of Hong Kong,Computer Science（PhD）,不知名211,3.73/5.0 5/59,通信工程,"","",""
Offer,2021 Fall,Simon Fraser University,Computer Science,双非,加权平均分86/100； 排名前5%,Bachelor of Engineering,"","",""
AD无奖,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211,91（5%）,CS,"","",""
AD无奖,2021 Fall,University of Southern California,Computer Science,211,91（5%）,CS,"","",""
AD无奖,2021 Fall,The University of Hong Kong,Computer Science（MSc）（FT / PT）,211,91（5%）,CS,"","",""
AD无奖,2021 Fall,Aalto University,Computer Science,211,91（5%）,CS,"","",""
AD无奖,2021 Fall,Kings College London,Advanced Computing,211,91（5%）,CS,"","",""
被拒,2021 Fall,University of Twente,Computer Science,211,85%,信息管理与信息系统,"","",""
AD无奖,2021 Fall,University Leiden,Computer Science: Aritifical Intelligence,211,85%,信息管理与信息系统,"","",""
被拒,2021 Fall,VU University Amsterdam,Computer Science,211,85%,信息管理与信息系统,"","",""
AD无奖,2021 Fall,Lakehead University,Computer Science,双非,82,计算机,211 & 985,82,软件工程
AD小奖,2022 Spring,Carleton University,Electrical and Computer Engineering,双非,82,计算机,211 & 985,82,软件工程
AD无奖,2021 Fall,Ryerson University,Computer Networks,双非,82,计算机,211 & 985,82,软件工程
Offer,2021 Fall,Hong Kong Baptist University,Data Analytics and Artificial Intelligence,双非,83.3,通信工程,"","",""
Offer,2021 Fall,University College London,Comparative Business Economics,211,91.5/100,Finance,"","",""
AD无奖,2021 Fall,The University of Nottingham,Human Computer Interaction,211 & 985,3.52/4,工业设计,"","",""
被拒,2021 Fall,Western University,Computer Science,211,3.79/4   92.9/100,信息管理与信息系统,"","",""
AD无奖,2021 Fall,Northeastern University 东北大学,Computer Science 计算机科学,211,3.79/4   92.9/100,信息管理与信息系统,"","",""
AD无奖,2021 Fall,Aalto University,"Machine Learning, Data Science and Artificial Intelligence",211,3.79/4   92.9/100,信息管理与信息系统,"","",""
AD无奖,2021 Fall,University of Amsterdam,Computer Science: big data engineering,211,3.79/4   92.9/100,信息管理与信息系统,"","",""
被拒,2021 Fall,University of British Columbia 英属哥伦比亚大学,Electrical and Computer Engineering 电子和计算机工程,211,3.79/4   92.9/100,信息管理与信息系统,"","",""
AD无奖,2021 Fall,University Leiden,Computer Science,211,3.79/4   92.9/100,信息管理与信息系统,"","",""
被拒,2021 Fall,University of Waterloo 滑铁卢大学,Electrical and Computer Engineering 电子和计算机工程,211,3.79/4   92.9/100,信息管理与信息系统,"","",""
AD无奖,2021 Fall,VU University Amsterdam,Computer Science: Big data engineering,211,3.79/4   92.9/100,信息管理与信息系统,"","",""
Offer,2021 Fall,University of Glasgow,Computer Science,211,85,软件工程,"","",""
Offer,2021 Fall,KU Leuven,Computer Science,985,85.04,CS,"","",""
被拒,2021 Fall,Northeastern University,Computer Science,211 & 985,85.2,ECE,"","",""
被拒,2021 Fall,VU University Amsterdam,Computer Science,211 & 985,85.2,ECE,"","",""
AD无奖,2021 Fall,George Washington University,Computer Science,211 & 985,85.2,ECE,"","",""
被拒,2021 Fall,University of Ottawa,Computer Science,211 & 985,85.2,ECE,"","",""
AD小奖,2021 Fall,New York University,Computer Science,211 & 985,85.2,ECE,"","",""
